trial_id,condition,planner,success,truth_path_available,dynamic_inserted,oracle_state,predicted_state,decision_correct,latency_ms,expansions,path_length,truth_path_length,path_length_ratio,clearance_cells,collisions,perception_precision,perception_recall,perception_f1
58,cluttered_static,weighted_a_star,1,1,0,SLOW,SLOW,1,0.624687,56,71.053824,71.053824,1.000000,1.000000,0,0.953901,0.955595,0.954747
59,cluttered_static,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,11.729100,2548,71.639610,71.639610,1.000000,1.000000,0,0.972924,0.939024,0.955674
59,cluttered_static,a_star,0,1,0,SLOW,STOP,0,2.112942,216,71.639610,71.639610,1.000000,1.000000,1,0.972924,0.939024,0.955674
59,cluttered_static,weighted_a_star,0,1,0,SLOW,STOP,0,0.651092,58,72.225397,71.639610,1.008177,1.000000,1,0.972924,0.939024,0.955674
60,cluttered_static,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,17.847328,2617,70.468037,70.468037,1.000000,1.000000,0,0.967213,0.944000,0.955466
60,cluttered_static,a_star,1,1,0,SLOW,SLOW,1,1.239338,123,70.468037,70.468037,1.000000,1.000000,0,0.967213,0.944000,0.955466
60,cluttered_static,weighted_a_star,1,1,0,SLOW,SLOW,1,0.798687,52,70.468037,70.468037,1.000000,1.000000,0,0.967213,0.944000,0.955466
61,sensor_noise,dijkstra_navfn_style,0,1,0,SLOW,STOP,0,18.377527,2648,72.811183,72.811183,1.000000,1.000000,1,0.793177,0.887828,0.837838
61,sensor_noise,a_star,0,1,0,SLOW,STOP,0,2.957859,332,72.811183,72.811183,1.000000,1.000000,2,0.793177,0.887828,0.837838
61,sensor_noise,weighted_a_star,1,1,0,SLOW,SLOW,1,0.706602,74,72.811183,72.811183,1.000000,1.000000,0,0.793177,0.887828,0.837838
62,sensor_noise,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,21.323357,2649,69.882251,69.296465,1.008453,1,0,0.807018,0.876190,0.840183
62,sensor_noise,a_star,1,1,0,SLOW,SLOW,1,1.174026,104,69.882251,69.296465,1.008453,2,0,0.807018,0.876190,0.840183
62,sensor_noise,weighted_a_star,1,1,0,SLOW,SLOW,1,0.653803,51,69.882251,69.296465,1.008453,2,0,0.807018,0.876190,0.840183
63,sensor_noise,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,18.869224,2668,70.468037,70.468037,1.000000,1.000000,0,0.810069,0.867647,0.837870
63,sensor_noise,a_star,1,1,0,SLOW,SLOW,1,1.195842,127,70.468037,70.468037,1.000000,1.000000,0,0.810069,0.867647,0.837870
63,sensor_noise,weighted_a_star,1,1,0,SLOW,SLOW,1,0.557395,55,71.053824,70.468037,1.008313,1.000000,0,0.810069,0.867647,0.837870
64,sensor_noise,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,21.910080,2661,72.811183,72.811183,1.000000,1.000000,0,0.823266,0.880383,0.850867
64,sensor_noise,a_star,0,1,0,SLOW,STOP,0,3.055431,357,72.811183,72.811183,1.000000,1.000000,1,0.823266,0.880383,0.850867
64,sensor_noise,weighted_a_star,0,1,0,SLOW,STOP,0,0.639833,68,73.982756,72.811183,1.016091,1.000000,1,0.823266,0.880383,0.850867
65,sensor_noise,dijkstra_navfn_style,0,1,0,SLOW,STOP,0,18.658229,2646,69.882251,69.882251,1.000000,1,1,0.811404,0.893720,0.850575
65,sensor_noise,a_star,1,1,0,SLOW,SLOW,1,0.803667,60,69.882251,69.882251,1.000000,1,0,0.811404,0.893720,0.850575
65,sensor_noise,weighted_a_star,1,1,0,SLOW,SLOW,1,0.588605,51,69.882251,69.882251,1.000000,1,0,0.811404,0.893720,0.850575
66,sensor_noise,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,13.318505,2645,69.882251,69.882251,1.000000,2,0,0.818584,0.887290,0.851554
66,sensor_noise,a_star,1,1,0,SLOW,SLOW,1,0.667531,73,69.882251,69.882251,1.000000,1,0,0.818584,0.887290,0.851554
66,sensor_noise,weighted_a_star,1,1,0,SLOW,SLOW,1,0.439091,53,70.468037,69.882251,1.008382,1.100000,0,0.818584,0.887290,0.851554
67,sensor_noise,dijkstra_navfn_style,0,1,0,SLOW,STOP,0,17.058700,2542,71.639610,71.639610,1.000000,1.000000,2,0.810036,0.891519,0.848826
67,sensor_noise,a_star,1,1,0,SLOW,SLOW,1,3.192376,272,71.639610,71.639610,1.000000,1.300000,0,0.810036,0.891519,0.848826
67,sensor_noise,weighted_a_star,0,1,0,SLOW,STOP,0,0.619104,59,72.225397,71.639610,1.008177,1.000000,1,0.810036,0.891519,0.848826
68,sensor_noise,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,18.967897,2660,71.639610,71.639610,1.000000,1.000000,0,0.790749,0.911168,0.846698
68,sensor_noise,a_star,1,1,0,SLOW,SLOW,1,1.990598,213,71.639610,71.639610,1.000000,1.000000,0,0.790749,0.911168,0.846698
68,sensor_noise,weighted_a_star,1,1,0,SLOW,SLOW,1,0.600208,60,71.639610,71.639610,1.000000,1.000000,0,0.790749,0.911168,0.846698
69,sensor_noise,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,19.135208,2677,69.882251,69.882251,1.000000,1,0,0.797170,0.882507,0.837670
69,sensor_noise,a_star,1,1,0,SLOW,SLOW,1,1.026444,113,69.882251,69.882251,1.000000,1,0,0.797170,0.882507,0.837670
69,sensor_noise,weighted_a_star,0,1,0,SLOW,STOP,0,0.557813,52,70.468037,69.882251,1.008382,1.000000,2,0.797170,0.882507,0.837670
70,sensor_noise,dijkstra_navfn_style,0,1,0,SLOW,STOP,0,17.835469,2627,71.053824,70.468037,1.008313,1.000000,1,0.820833,0.893424,0.855592
70,sensor_noise,a_star,1,1,0,SLOW,SLOW,1,1.645562,154,71.053824,70.468037,1.008313,1.000000,0,0.820833,0.893424,0.855592
70,sensor_noise,weighted_a_star,1,1,0,SLOW,SLOW,1,0.547552,54,71.639610,70.468037,1.016626,1.000000,0,0.820833,0.893424,0.855592
71,sensor_noise,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,18.760489,2623,72.225397,72.225397,1.000000,1.000000,0,0.815951,0.890625,0.851654
71,sensor_noise,a_star,1,1,0,SLOW,SLOW,1,2.337081,273,72.225397,72.225397,1.000000,1.000000,0,0.815951,0.890625,0.851654
71,sensor_noise,weighted_a_star,1,1,0,SLOW,SLOW,1,0.657689,69,73.396970,72.225397,1.016221,1.000000,0,0.815951,0.890625,0.851654
72,sensor_noise,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,14.187742,2684,71.053824,70.468037,1.008313,1.000000,0,0.800000,0.910053,0.851485
72,sensor_noise,a_star,1,1,0,SLOW,SLOW,1,1.153059,173,71.053824,70.468037,1.008313,1.000000,0,0.800000,0.910053,0.851485
72,sensor_noise,weighted_a_star,1,1,0,SLOW,SLOW,1,0.482359,55,71.053824,70.468037,1.008313,1.000000,0,0.800000,0.910053,0.851485
73,sensor_noise,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,19.306811,2605,71.053824,71.053824,1.000000,1.000000,0,0.863454,0.892116,0.877551
73,sensor_noise,a_star,1,1,0,SLOW,SLOW,1,1.230014,143,71.053824,71.053824,1.000000,1.000000,0,0.863454,0.892116,0.877551
73,sensor_noise,weighted_a_star,1,1,0,SLOW,SLOW,1,0.639041,57,71.053824,71.053824,1.000000,1.000000,0,0.863454,0.892116,0.877551
74,sensor_noise,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,12.975119,2598,72.811183,72.225397,1.008111,1.000000,0,0.822050,0.929978,0.872690
74,sensor_noise,a_star,0,1,0,SLOW,STOP,0,2.399143,323,72.811183,72.225397,1.008111,1.000000,1,0.822050,0.929978,0.872690
74,sensor_noise,weighted_a_star,1,1,0,SLOW,SLOW,1,0.560073,74,73.396970,72.225397,1.016221,1.000000,0,0.822050,0.929978,0.872690
75,sensor_noise,dijkstra_navfn_style,0,1,0,SLOW,STOP,0,27.479377,2678,71.053824,71.639610,0.991823,1.000000,3,0.810427,0.902375,0.853933
75,sensor_noise,a_star,0,1,0,SLOW,STOP,0,1.359664,138,71.053824,71.639610,0.991823,1.000000,3,0.810427,0.902375,0.853933
75,sensor_noise,weighted_a_star,0,1,0,SLOW,STOP,0,0.620141,55,71.639610,71.639610,1.000000,1.000000,3,0.810427,0.902375,0.853933
76,sensor_noise,dijkstra_navfn_style,0,1,0,SLOW,STOP,0,18.602120,2676,70.468037,70.468037,1.000000,1.000000,1,0.820755,0.892308,0.855037
76,sensor_noise,a_star,0,1,0,SLOW,STOP,0,1.114570,119,70.468037,70.468037,1.000000,1.000000,1,0.820755,0.892308,0.855037
76,sensor_noise,weighted_a_star,1,1,0,SLOW,SLOW,1,0.573455,55,71.053824,70.468037,1.008313,1.000000,0,0.820755,0.892308,0.855037
77,sensor_noise,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,18.325896,2628,71.053824,70.468037,1.008313,1.000000,0,0.800416,0.889145,0.842451
77,sensor_noise,a_star,0,1,0,SLOW,STOP,0,1.581179,177,71.053824,70.468037,1.008313,1.000000,1,0.800416,0.889145,0.842451
77,sensor_noise,weighted_a_star,0,1,0,SLOW,STOP,0,0.597447,54,71.639610,70.468037,1.016626,1.000000,1,0.800416,0.889145,0.842451
78,sensor_noise,dijkstra_navfn_style,0,1,0,SLOW,STOP,0,18.858530,2677,69.882251,70.468037,0.991687,1,1,0.803279,0.895561,0.846914
78,sensor_noise,a_star,0,1,0,SLOW,STOP,0,1.103704,119,69.882251,70.468037,0.991687,1,1,0.803279,0.895561,0.846914
78,sensor_noise,weighted_a_star,0,1,0,SLOW,STOP,0,0.559181,54,70.468037,70.468037,1.000000,1.000000,1,0.803279,0.895561,0.846914
79,sensor_noise,dijkstra_navfn_style,0,1,0,SLOW,STOP,0,13.713115,2590,70.468037,71.053824,0.991756,1.000000,1,0.842829,0.901261,0.871066
79,sensor_noise,a_star,0,1,0,SLOW,STOP,0,0.764742,108,70.468037,71.053824,0.991756,1.000000,1,0.842829,0.901261,0.871066
79,sensor_noise,weighted_a_star,0,1,0,SLOW,STOP,0,0.462450,55,70.468037,71.053824,0.991756,1.000000,1,0.842829,0.901261,0.871066
80,sensor_noise,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,19.320299,2703,70.468037,70.468037,1.000000,1.000000,0,0.791563,0.924638,0.852941
80,sensor_noise,a_star,1,1,0,SLOW,SLOW,1,1.152155,106,70.468037,70.468037,1.000000,1.000000,0,0.791563,0.924638,0.852941
80,sensor_noise,weighted_a_star,1,1,0,SLOW,SLOW,1,0.617059,53,70.468037,70.468037,1.000000,1.000000,0,0.791563,0.924638,0.852941
81,sensor_noise,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,14.239461,2624,73.396970,72.811183,1.008045,1.000000,0,0.842975,0.904656,0.872727
81,sensor_noise,a_star,1,1,0,SLOW,SLOW,1,2.274517,364,73.396970,72.811183,1.008045,1.000000,0,0.842975,0.904656,0.872727
81,sensor_noise,weighted_a_star,1,1,0,SLOW,SLOW,1,0.518896,76,75.154329,72.811183,1.032181,1.000000,0,0.842975,0.904656,0.872727
82,sensor_noise,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,18.018066,2574,71.053824,70.468037,1.008313,1.200000,0,0.837121,0.880478,0.858252
82,sensor_noise,a_star,1,1,0,SLOW,SLOW,1,1.748852,196,71.053824,70.468037,1.008313,1.000000,0,0.837121,0.880478,0.858252
82,sensor_noise,weighted_a_star,1,1,0,SLOW,SLOW,1,0.562786,53,71.053824,70.468037,1.008313,1.000000,0,0.837121,0.880478,0.858252
83,sensor_noise,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,18.358846,2626,70.468037,70.468037,1.000000,1.000000,0,0.784519,0.897129,0.837054
83,sensor_noise,a_star,0,1,0,SLOW,STOP,0,1.117494,124,70.468037,70.468037,1.000000,1.000000,1,0.784519,0.897129,0.837054
83,sensor_noise,weighted_a_star,0,1,0,SLOW,STOP,0,0.578616,53,70.468037,70.468037,1.000000,1.000000,1,0.784519,0.897129,0.837054
84,sensor_noise,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,19.728299,2714,71.053824,71.053824,1.000000,1.000000,0,0.793451,0.902579,0.844504
84,sensor_noise,a_star,1,1,0,SLOW,SLOW,1,1.918734,207,71.053824,71.053824,1.000000,1.000000,0,0.793451,0.902579,0.844504
84,sensor_noise,weighted_a_star,1,1,0,SLOW,SLOW,1,0.610158,55,72.225397,71.053824,1.016489,1.000000,0,0.793451,0.902579,0.844504
85,sensor_noise,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,18.839175,2680,70.468037,69.882251,1.008382,1.000000,0,0.791080,0.891534,0.838308
85,sensor_noise,a_star,1,1,0,SLOW,SLOW,1,1.452577,151,70.468037,69.882251,1.008382,1.000000,0,0.791080,0.891534,0.838308
85,sensor_noise,weighted_a_star,1,1,0,SLOW,SLOW,1,0.592069,54,71.053824,69.882251,1.016765,1.000000,0,0.791080,0.891534,0.838308
86,sensor_noise,dijkstra_navfn_style,0,1,0,SLOW,STOP,0,13.240953,2615,71.639610,71.053824,1.008244,1.000000,1,0.817814,0.882096,0.848739
86,sensor_noise,a_star,1,1,0,SLOW,SLOW,1,1.355987,187,71.639610,71.053824,1.008244,1.000000,0,0.817814,0.882096,0.848739
86,sensor_noise,weighted_a_star,1,1,0,SLOW,SLOW,1,0.466286,56,72.225397,71.053824,1.016489,1.000000,0,0.817814,0.882096,0.848739
87,sensor_noise,dijkstra_navfn_style,0,1,0,SLOW,STOP,0,18.133432,2643,69.882251,69.882251,1.000000,1,1,0.841649,0.930456,0.883827
87,sensor_noise,a_star,0,1,0,SLOW,STOP,0,0.644677,62,69.882251,69.882251,1.000000,1,1,0.841649,0.930456,0.883827
87,sensor_noise,weighted_a_star,1,1,0,SLOW,SLOW,1,0.607434,51,69.882251,69.882251,1.000000,1,0,0.841649,0.930456,0.883827
88,sensor_noise,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,13.381252,2669,71.053824,71.053824,1.000000,2.000000,0,0.797297,0.891688,0.841855
88,sensor_noise,a_star,1,1,0,SLOW,SLOW,1,1.269313,196,71.053824,71.053824,1.000000,1.000000,0,0.797297,0.891688,0.841855
88,sensor_noise,weighted_a_star,1,1,0,SLOW,SLOW,1,0.441958,55,71.053824,71.053824,1.000000,1.000000,0,0.797297,0.891688,0.841855
89,sensor_noise,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,19.020441,2696,69.882251,69.296465,1.008453,1,0,0.775862,0.865385,0.818182
89,sensor_noise,a_star,1,1,0,SLOW,SLOW,1,1.109918,92,69.882251,69.296465,1.008453,1,0,0.775862,0.865385,0.818182
89,sensor_noise,weighted_a_star,1,1,0,SLOW,SLOW,1,0.578023,51,69.882251,69.296465,1.008453,1,0,0.775862,0.865385,0.818182
90,sensor_noise,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,20.356211,2669,71.639610,71.053824,1.008244,1.000000,0,0.828767,0.887531,0.857143
90,sensor_noise,a_star,1,1,0,SLOW,SLOW,1,1.322193,144,71.639610,71.053824,1.008244,1.000000,0,0.828767,0.887531,0.857143
90,sensor_noise,weighted_a_star,1,1,0,SLOW,SLOW,1,0.580067,55,71.639610,71.053824,1.008244,1.000000,0,0.828767,0.887531,0.857143
91,range_limited,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,18.503003,2669,71.639610,71.053824,1.008244,1.000000,0,0.903153,0.893096,0.898096
91,range_limited,a_star,1,1,0,SLOW,SLOW,1,1.758665,205,71.639610,71.053824,1.008244,1.000000,0,0.903153,0.893096,0.898096
91,range_limited,weighted_a_star,1,1,0,SLOW,SLOW,1,0.585580,57,71.639610,71.053824,1.008244,1.000000,0,0.903153,0.893096,0.898096
92,range_limited,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,18.748341,2608,71.053824,71.053824,1.000000,1.000000,0,0.904858,0.901210,0.903030
92,range_limited,a_star,1,1,0,SLOW,SLOW,1,1.017112,111,71.053824,71.053824,1.000000,1.000000,0,0.904858,0.901210,0.903030
92,range_limited,weighted_a_star,1,1,0,SLOW,SLOW,1,0.555554,53,71.053824,71.053824,1.000000,1.000000,0,0.904858,0.901210,0.903030
93,range_limited,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,18.697004,2676,73.053824,73.053824,1.000000,1.000000,0,0.897674,0.895592,0.896632
93,range_limited,a_star,0,1,0,SLOW,STOP,0,2.811355,323,73.053824,73.053824,1.000000,1.000000,1,0.897674,0.895592,0.896632
93,range_limited,weighted_a_star,0,1,0,SLOW,STOP,0,0.677055,71,73.053824,73.053824,1.000000,1.000000,1,0.897674,0.895592,0.896632
94,range_limited,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,18.837030,2681,69.296465,69.296465,1.000000,2.000000,0,0.923077,0.880734,0.901408
94,range_limited,a_star,1,1,0,SLOW,SLOW,1,0.547826,50,69.296465,69.296465,1.000000,2.000000,0,0.923077,0.880734,0.901408
94,range_limited,weighted_a_star,1,1,0,SLOW,SLOW,1,0.552923,50,69.296465,69.296465,1.000000,2.000000,0,0.923077,0.880734,0.901408
95,range_limited,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,21.874027,2688,71.639610,71.639610,1.000000,1.000000,0,0.894860,0.899061,0.896956
95,range_limited,a_star,0,1,0,SLOW,STOP,0,2.029016,231,71.639610,71.639610,1.000000,1.000000,1,0.894860,0.899061,0.896956
95,range_limited,weighted_a_star,0,1,0,SLOW,STOP,0,0.541823,54,71.639610,71.639610,1.000000,1.000000,1,0.894860,0.899061,0.896956
96,range_limited,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,19.556668,2700,72.811183,72.811183,1.000000,1.000000,0,0.921053,0.897436,0.909091
96,range_limited,a_star,0,1,0,SLOW,STOP,0,3.488273,392,72.811183,72.811183,1.000000,1.000000,1,0.921053,0.897436,0.909091
96,range_limited,weighted_a_star,0,1,0,SLOW,STOP,0,0.800422,85,72.811183,72.811183,1.000000,1.000000,1,0.921053,0.897436,0.909091
97,range_limited,dijkstra_navfn_style,0,1,0,SLOW,STOP,0,13.539575,2628,69.882251,70.468037,0.991687,1,1,0.915433,0.896480,0.905858
97,range_limited,a_star,0,1,0,SLOW,STOP,0,0.759428,110,69.882251,70.468037,0.991687,1,1,0.915433,0.896480,0.905858
97,range_limited,weighted_a_star,1,1,0,SLOW,SLOW,1,0.459534,52,70.468037,70.468037,1.000000,1.000000,0,0.915433,0.896480,0.905858
98,range_limited,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,18.948114,2682,69.296465,69.296465,1.000000,1.000000,0,0.898551,0.900726,0.899637
98,range_limited,a_star,1,1,0,SLOW,SLOW,1,0.564033,50,69.296465,69.296465,1.000000,1.000000,0,0.898551,0.900726,0.899637
98,range_limited,weighted_a_star,1,1,0,SLOW,SLOW,1,0.541307,50,69.296465,69.296465,1.000000,1.000000,0,0.898551,0.900726,0.899637
99,range_limited,dijkstra_navfn_style,0,1,0,SLOW,STOP,0,20.067430,2661,69.882251,69.882251,1.000000,1,1,0.923251,0.881466,0.901874
99,range_limited,a_star,0,1,0,SLOW,STOP,0,1.143795,119,69.882251,69.882251,1.000000,1,1,0.923251,0.881466,0.901874
99,range_limited,weighted_a_star,0,1,0,SLOW,STOP,0,0.543706,51,69.882251,69.882251,1.000000,1,1,0.923251,0.881466,0.901874
100,range_limited,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,18.348529,2706,69.882251,69.882251,1.000000,1,0,0.912281,0.862559,0.886724
100,range_limited,a_star,1,1,0,SLOW,SLOW,1,0.659620,67,69.882251,69.882251,1.000000,1,0,0.912281,0.862559,0.886724
100,range_limited,weighted_a_star,1,1,0,SLOW,SLOW,1,0.651640,52,69.882251,69.882251,1.000000,1,0,0.912281,0.862559,0.886724
101,range_limited,dijkstra_navfn_style,0,1,0,SLOW,STOP,0,19.563462,2678,69.882251,70.468037,0.991687,1,1,0.899061,0.866516,0.882488
101,range_limited,a_star,0,1,0,SLOW,STOP,0,1.115038,118,69.882251,70.468037,0.991687,1,1,0.899061,0.866516,0.882488
101,range_limited,weighted_a_star,0,1,0,SLOW,STOP,0,0.599232,51,69.882251,70.468037,0.991687,1,1,0.899061,0.866516,0.882488
102,range_limited,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,19.420020,2721,70.468037,70.468037,1.000000,1.000000,0,0.880208,0.887139,0.883660
102,range_limited,a_star,0,1,0,SLOW,STOP,0,1.563509,142,70.468037,70.468037,1.000000,1.000000,1,0.880208,0.887139,0.883660
102,range_limited,weighted_a_star,0,1,0,SLOW,STOP,0,0.604071,52,70.468037,70.468037,1.000000,1.000000,1,0.880208,0.887139,0.883660
103,range_limited,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,18.947618,2692,70.468037,70.468037,1.000000,1.000000,0,0.900966,0.890215,0.895558
103,range_limited,a_star,1,1,0,SLOW,SLOW,1,1.173310,122,70.468037,70.468037,1.000000,1.000000,0,0.900966,0.890215,0.895558
103,range_limited,weighted_a_star,0,1,0,SLOW,STOP,0,0.563338,52,70.468037,70.468037,1.000000,1.000000,1,0.900966,0.890215,0.895558
104,range_limited,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,18.377267,2669,70.468037,69.882251,1.008382,1.000000,0,0.903890,0.910138,0.907003
104,range_limited,a_star,1,1,0,SLOW,SLOW,1,1.144673,126,70.468037,69.882251,1.008382,1.000000,0,0.903890,0.910138,0.907003
104,range_limited,weighted_a_star,1,1,0,SLOW,SLOW,1,0.612794,54,70.468037,69.882251,1.008382,1.000000,0,0.903890,0.910138,0.907003
105,range_limited,dijkstra_navfn_style,0,1,0,SLOW,STOP,0,18.396015,2669,71.639610,72.225397,0.991889,1.000000,2,0.906818,0.888641,0.897638
105,range_limited,a_star,0,1,0,SLOW,STOP,0,2.302885,248,71.639610,72.225397,0.991889,1.000000,1,0.906818,0.888641,0.897638
105,range_limited,weighted_a_star,0,1,0,SLOW,STOP,0,0.635941,60,71.639610,72.225397,0.991889,1.000000,1,0.906818,0.888641,0.897638
106,range_limited,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,19.326673,2645,70.468037,70.468037,1.000000,1.000000,0,0.932314,0.893305,0.912393
106,range_limited,a_star,1,1,0,SLOW,SLOW,1,1.114849,116,70.468037,70.468037,1.000000,1.000000,0,0.932314,0.893305,0.912393
106,range_limited,weighted_a_star,0,1,0,SLOW,STOP,0,0.560489,52,70.468037,70.468037,1.000000,1.000000,1,0.932314,0.893305,0.912393
107,range_limited,dijkstra_navfn_style,0,1,0,SLOW,STOP,0,20.487355,2676,71.639610,71.639610,1.000000,1.000000,1,0.923077,0.872247,0.896942
107,range_limited,a_star,0,1,0,SLOW,STOP,0,3.662034,203,71.639610,71.639610,1.000000,1.000000,1,0.923077,0.872247,0.896942
107,range_limited,weighted_a_star,1,1,0,SLOW,SLOW,1,0.900915,55,71.639610,71.639610,1.000000,1.000000,0,0.923077,0.872247,0.896942
108,range_limited,dijkstra_navfn_style,0,1,0,SLOW,STOP,0,18.964099,2630,70.468037,70.468037,1.000000,1.000000,2,0.913136,0.890496,0.901674
108,range_limited,a_star,0,1,0,SLOW,STOP,0,0.809228,88,70.468037,70.468037,1.000000,1.000000,2,0.913136,0.890496,0.901674
108,range_limited,weighted_a_star,0,1,0,SLOW,STOP,0,0.546684,52,70.468037,70.468037,1.000000,1.000000,2,0.913136,0.890496,0.901674
109,range_limited,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,20.036307,2621,69.882251,69.882251,1.000000,1,0,0.924843,0.865234,0.894046
109,range_limited,a_star,1,1,0,SLOW,SLOW,1,0.892084,94,69.882251,69.882251,1.000000,1,0,0.924843,0.865234,0.894046
109,range_limited,weighted_a_star,1,1,0,SLOW,SLOW,1,0.573431,52,70.468037,69.882251,1.008382,1.000000,0,0.924843,0.865234,0.894046
110,range_limited,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,19.262225,2624,69.882251,69.296465,1.008453,1,0,0.913136,0.888660,0.900731
110,range_limited,a_star,1,1,0,SLOW,SLOW,1,0.897048,90,69.882251,69.296465,1.008453,1,0,0.913136,0.888660,0.900731
110,range_limited,weighted_a_star,1,1,0,SLOW,SLOW,1,0.605061,51,69.882251,69.296465,1.008453,1,0,0.913136,0.888660,0.900731
111,range_limited,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,18.680523,2652,70.468037,70.468037,1.000000,1.000000,0,0.919037,0.884211,0.901288
111,range_limited,a_star,1,1,0,SLOW,SLOW,1,1.234653,138,70.468037,70.468037,1.000000,1.000000,0,0.919037,0.884211,0.901288
111,range_limited,weighted_a_star,1,1,0,SLOW,SLOW,1,0.570324,53,71.053824,70.468037,1.008313,1.000000,0,0.919037,0.884211,0.901288
112,range_limited,dijkstra_navfn_style,0,1,0,SLOW,STOP,0,14.266266,2761,71.053824,71.053824,1.000000,1.000000,2,0.875354,0.875354,0.875354
112,range_limited,a_star,0,1,0,SLOW,STOP,0,0.997169,143,71.053824,71.053824,1.000000,1.000000,1,0.875354,0.875354,0.875354
112,range_limited,weighted_a_star,0,1,0,SLOW,STOP,0,0.405570,53,71.053824,71.053824,1.000000,1.000000,1,0.875354,0.875354,0.875354
113,range_limited,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,17.994806,2607,70.468037,70.468037,1.000000,1.000000,0,0.899396,0.892216,0.895792
113,range_limited,a_star,1,1,0,SLOW,SLOW,1,1.440093,115,70.468037,70.468037,1.000000,1.000000,0,0.899396,0.892216,0.895792
113,range_limited,weighted_a_star,1,1,0,SLOW,SLOW,1,0.630382,52,70.468037,70.468037,1.000000,1.000000,0,0.899396,0.892216,0.895792
114,range_limited,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,19.122431,2668,70.468037,70.468037,1.000000,1.000000,0,0.910345,0.889888,0.900000
114,range_limited,a_star,0,1,0,SLOW,STOP,0,0.870361,93,70.468037,70.468037,1.000000,1.000000,1,0.910345,0.889888,0.900000
114,range_limited,weighted_a_star,0,1,0,SLOW,STOP,0,0.532733,52,70.468037,70.468037,1.000000,1.000000,1,0.910345,0.889888,0.900000
115,range_limited,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,19.173750,2719,71.639610,71.639610,1.000000,1.000000,0,0.907692,0.880597,0.893939
115,range_limited,a_star,0,1,0,SLOW,STOP,0,1.923803,201,71.639610,71.639610,1.000000,1.000000,1,0.907692,0.880597,0.893939
115,range_limited,weighted_a_star,0,1,0,SLOW,STOP,0,0.622252,57,71.639610,71.639610,1.000000,1.000000,2,0.907692,0.880597,0.893939
116,range_limited,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,18.452850,2655,69.882251,69.882251,1.000000,1,0,0.928090,0.903720,0.915743
116,range_limited,a_star,1,1,0,SLOW,SLOW,1,0.656938,66,69.882251,69.882251,1.000000,1,0,0.928090,0.903720,0.915743
116,range_limited,weighted_a_star,1,1,0,SLOW,SLOW,1,0.538734,51,69.882251,69.882251,1.000000,1,0,0.928090,0.903720,0.915743
117,range_limited,dijkstra_navfn_style,1,1,0,SLOW,SLOW,1,19.271005,2664,70.468037,70.468037,1.000000,1.000000,0,0.925000,0.880952,0.902439
117,range_limited,a_star,1,1,0,SLOW,SLOW,1,1.525105,141,70.468037,70.468037,1.000000,1.000000,0,0.925000,0.880952,0.902439
117,range_limited,weighted_a_star,1,1,0,SLOW,SLOW,1,0.620052,57,71.639610,70.468037,1.016626,1.000000,0,0.925000,0.880952,0.902439
118,range_limited,dijkstra_navfn_style,0,1,0,SLOW,STOP,0,19.381776,2748,70.468037,70.468037,1.000000,1.000000,1,0.891667,0.901685,0.896648
